"Site","Date.Set","Time.Set","Date.Collected","Time.Collected","Survey","Frass.mass..mg.","Frass.number","Notes"
"Botanical Garden","06/08/2018",10:00:00,"06/12/2018",08:52:00,"8DCW",7.2,8,NA
"Botanical Garden","06/08/2018",09:22:00,"06/12/2018",09:40:00,"4DCD",4.2,18,NA
"Botanical Garden","06/08/2018",09:34:00,"06/12/2018",09:27:00,"5DCF",0,1,"*frass not heavy enough to make a difference on the scale"
"Botanical Garden","06/08/2018",09:27:00,"06/12/2018",09:45:00,"4DCE",0,0,"any frass that was present has dissolved into powder"
"Botanical Garden","06/08/2018",09:13:00,"06/12/2018",09:53:00,"3DBY",0.8,8,NA
"Botanical Garden","06/08/2018",09:00:00,"06/12/2018",10:11:00,"2DBS",4.2,12,NA
"Botanical Garden","06/08/2018",09:16:00,"06/12/2018",09:57:00,"3DBV",0.2,6,NA
"Botanical Garden","06/08/2018",09:42:00,"06/12/2018",09:16:00,"6DCM",8,8,NA
"Botanical Garden","06/08/2018",08:55:00,"06/12/2018",10:18:00,"1DBM",1,9,NA
"Botanical Garden","06/08/2018",09:34:00,"06/12/2018",09:31:00,"5DCI",0.7,5,NA
"Botanical Garden","06/08/2018",09:00:00,"06/12/2018",10:04:00,"2DBR",0.5,4,NA
"Botanical Garden","06/08/2018",08:52:00,"06/12/2018",10:21:00,"1DBP",12.4,21,NA
"Prairie Ridge","6/11/2018",10:09:00,"6/14/2018",09:04:00,"7DAL",17.4,30,NA
"Prairie Ridge","6/11/2018",10:06:00,"6/14/2018",09:10:00,"11DBF",15.8,12,"edge folded over"
"Prairie Ridge","6/11/2018",10:01:00,"6/14/2018",09:14:00,"11DBB",0,0,"folded over"
"Prairie Ridge","6/11/2018",09:51:00,"6/14/2018",09:20:00,"6DAD",25.2,82,NA
"Prairie Ridge","6/11/2018",08:58:00,"6/14/2018",10:07:00,"10DAX",5.8,43,NA
"Prairie Ridge","6/11/2018",09:27:00,"6/14/2018",NA,"3CZP",0,2,"blow out of filter, frass weight not significant enough to show up on scale"
"Prairie Ridge","6/11/2018",09:18:00,"6/14/2018",09:52:00,"2CZI",2.6,12,NA
"Prairie Ridge","6/11/2018",09:35:00,"6/14/2018",09:41:00,"4CZS",0.2,6,"edge folded over"
"Prairie Ridge","6/11/2018",09:05:00,"6/14/2018",10:02:00,"9DAV",6.2,50,NA
"Prairie Ridge","6/11/2018",09:12:00,"6/14/2018",09:57:00,"1CZE",15.8,48,NA
"Prairie Ridge","6/11/2018",09:49:00,"6/14/2018",09:27:00,"12DBH",9.9,16,NA
"Prairie Ridge","6/11/2018",09:41:00,"6/14/2018",09:30:00,"5DAA",31,55,NA
"Botanical Garden","06/12/2018",09:04:00,"06/15/2018",09:37:00,"7DCT",0.9,7,NA
"Botanical Garden","06/12/2018",09:08:00,"06/15/2018",09:41:00,"7DCQ",0.3,11,NA
"Botanical Garden","06/12/2018",09:00:00,"06/15/2018",09:45:00,"8DCV",3.9,14,NA
"Botanical Garden","06/12/2018",09:20:00,"06/15/2018",09:30:00,"6DCN",5,7,NA
"Botanical Garden","06/12/2018",08:53:00,"06/15/2018",09:46:00,"8DCW",2.9,11,NA
"Botanical Garden","06/12/2018",09:42:00,"06/15/2018",09:02:00,"4DCD",0,2,"weight not significant enough to change scale"
"Botanical Garden","06/12/2018",09:28:00,"06/15/2018",09:16:00,"5DCF",1.4,7,NA
"Botanical Garden","06/12/2018",09:46:00,"06/15/2018",09:05:00,"4DCE",0,1,"weight not significant enough to change scale"
"Botanical Garden","06/12/2018",09:54:00,"06/15/2018",08:55:00,"3DBY",0.2,5,NA
"Botanical Garden","06/12/2018",10:13:00,"06/15/2018",08:49:00,"2DBS",4.5,31,NA
"Botanical Garden","06/12/2018",09:58:00,"06/15/2018",08:58:00,"3DBV",1.3,6,NA
"Botanical Garden","06/12/2018",09:16:00,"06/15/2018",09:27:00,"6DCM",3.2,8,NA
"Botanical Garden","06/12/2018",10:20:00,"06/15/2018",08:38:00,"1DBM",0.8,4,NA
"Botanical Garden","06/12/2018",09:33:00,"06/15/2018",09:20:00,"5DCI",2.1,24,NA
"Botanical Garden","06/12/2018",10:08:00,"06/15/2018",08:44:00,"2DBR",5.4,8,"edges folded over"
"Botanical Garden","06/12/2018",10:22:00,"06/15/2018",08:35:00,"1DBP",2,6,NA
"Prairie Ridge","6/14/2018",09:05:00,"6/18/2018",10:04:00,"7DAL",35.1,20,NA
"Prairie Ridge","6/14/2018",09:10:00,"6/18/2018",10:00:00,"11DBF",55.9,48,NA
"Prairie Ridge","6/14/2018",09:15:00,"6/18/2018",09:35:00,"11DBB",12.5,31,NA
"Prairie Ridge","6/14/2018",09:20:00,"6/18/2018",09:47:00,"6DAD",50.5,104,NA
"Prairie Ridge","6/14/2018",10:08:00,"6/18/2018",08:59:00,"10DAX",5.9,17,NA
"Prairie Ridge","6/14/2018",09:46:00,"6/18/2018",09:23:00,"3CZP",17.2,56,NA
"Prairie Ridge","6/14/2018",NA,"6/18/2018",09:17:00,"2CZI",NA,20,"blown in edge"
"Prairie Ridge","6/14/2018",09:42:00,"6/18/2018",09:33:00,"4CZS",0.9,5,NA
"Prairie Ridge","6/14/2018",10:03:00,"6/18/2018",09:03:00,"9DAV",14.4,18,"edge folded"
"Prairie Ridge","6/14/2018",09:58:00,"6/18/2018",09:09:00,"1CZE",34,39,NA
"Prairie Ridge","6/14/2018",09:29:00,"6/18/2018",NA,"12DBH",11.6,1,"blown out"
"Prairie Ridge","6/14/2018",09:31:00,"6/18/2018",09:36:00,"5DAA",39.3,28,NA
"Botanical Garden","06/15/2018",09:38:00,"06/19/2018",08:44:00,"7DCT",4.8,90,NA
"Botanical Garden","06/15/2018",09:42:00,"06/19/2018",08:46:00,"7DCQ",6.7,43,NA
"Botanical Garden","06/15/2018",09:49:00,"06/19/2018",08:36:00,"8DCV",21.7,103,NA
"Botanical Garden","06/15/2018",09:32:00,"06/19/2018",08:55:00,"6DCN",28.8,90,NA
"Botanical Garden","06/15/2018",09:47:00,"06/19/2018",08:39:00,"8DCW",3.3,44,NA
"Botanical Garden","06/15/2018",NA,"06/19/2018",09:10:00,"4DCD",7.3,37,NA
"Botanical Garden","06/15/2018",09:16:00,"06/19/2018",09:01:00,"5DCF",24.9,59,NA
"Botanical Garden","06/15/2018",09:07:00,"06/19/2018",09:12:00,"4DCE",3,18,NA
"Botanical Garden","06/15/2018",08:56:00,"06/19/2018",09:16:00,"3DBY",10.4,46,NA
"Botanical Garden","06/15/2018",08:50:00,"06/19/2018",09:27:00,"2DBS",10.8,72,NA
"Botanical Garden","06/15/2018",09:00:00,"06/19/2018",09:19:00,"3DBV",13.4,78,NA
"Botanical Garden","06/15/2018",09:28:00,"06/19/2018",08:51:00,"6DCM",7.4,35,NA
"Botanical Garden","06/15/2018",08:39:00,"06/19/2018",09:33:00,"1DBM",5.2,36,NA
"Botanical Garden","06/15/2018",09:22:00,"06/19/2018",09:05:00,"5DCI",12.6,63,NA
"Botanical Garden","06/15/2018",08:47:00,"06/19/2018",09:24:00,"2DBR",5.4,55,NA
"Botanical Garden","06/15/2018",08:36:00,"06/19/2018",09:36:00,"1DBP",15.1,74,NA
"Prairie Ridge","6/18/2018",10:05:00,"6/21/2018",09:05:00,"7DAL",13.9,45,NA
"Prairie Ridge","6/18/2018",10:01:00,"6/21/2018",09:12:00,"11DBF",22.9,46,NA
"Prairie Ridge","6/18/2018",09:57:00,"6/21/2018",09:17:00,"11DBB",14.5,23,NA
"Prairie Ridge","6/18/2018",09:48:00,"6/21/2018",09:21:00,"6DAD",23.6,63,NA
"Prairie Ridge","6/18/2018",09:00:00,"6/21/2018",10:08:00,"10DAX",5.2,9,NA
"Prairie Ridge","6/18/2018",09:25:00,"6/21/2018",09:45:00,"3CZP",17.9,48,NA
"Prairie Ridge","6/18/2018",09:18:00,"6/21/2018",09:52:00,"2CZI",10.6,51,NA
"Prairie Ridge","6/18/2018",09:34:00,"6/21/2018",09:36:00,"4CZS",6.4,5,NA
"Prairie Ridge","6/18/2018",09:04:00,"6/21/2018",10:03:00,"9DAV",5.4,13,NA
"Prairie Ridge","6/18/2018",09:10:00,"6/21/2018",09:59:00,"1CZE",7.8,31,NA
"Prairie Ridge","6/18/2018",09:44:00,"6/21/2018",09:27:00,"12DBH",7.3,28,NA
"Prairie Ridge","6/18/2018",09:37:00,"6/21/2018",09:31:00,"5DAA",67.5,35,NA
"Botanical Garden","06/19/2018",08:46:00,"06/22/2018",09:44:00,"7DCT",3.5,35,NA
"Botanical Garden","06/19/2018",08:47:00,"06/22/2018",09:47:00,"7DCQ",11.8,24,NA
"Botanical Garden","06/19/2018",08:37:00,"06/22/2018",09:55:00,"8DCV",1.7,12,NA
"Botanical Garden","06/19/2018",08:56:00,"06/22/2018",09:47:00,"6DCN",10.5,44,NA
"Botanical Garden","06/19/2018",08:40:00,"06/22/2018",09:51:00,"8DCW",3.5,24,NA
"Botanical Garden","06/19/2018",09:11:00,"06/22/2018",09:18:00,"4DCD",7,20,NA
"Botanical Garden","06/19/2018",09:02:00,"06/22/2018",09:27:00,"5DCF",6.6,24,NA
"Botanical Garden","06/19/2018",09:13:00,"06/22/2018",09:14:00,"4DCE",3,12,NA
"Botanical Garden","06/19/2018",09:17:00,"06/22/2018",09:03:00,"3DBY",8.3,55,NA
"Botanical Garden","06/19/2018",09:27:00,"06/22/2018",08:57:00,"2DBS",6.6,50,NA
"Botanical Garden","06/19/2018",09:20:00,"06/22/2018",09:06:00,"3DBV",6.9,28,NA
"Botanical Garden","06/19/2018",08:52:00,"06/22/2018",09:37:00,"6DCM",6.5,18,NA
"Botanical Garden","06/19/2018",09:33:00,"06/22/2018",08:45:00,"1DBN",4.3,47,NA
"Botanical Garden","06/19/2018",09:06:00,"06/22/2018",09:31:00,"5DCI",1.7,38,NA
"Botanical Garden","06/19/2018",09:25:00,"06/22/2018",08:56:00,"2DBR",5.1,24,NA
"Botanical Garden","06/19/2018",09:37:00,"06/22/2018",08:52:00,"1DBP",13.8,33,NA
"Prairie Ridge","6/21/2018",09:06:00,"6/25/2018",09:52:00,"7DAL",42.9,29,NA
"Prairie Ridge","6/21/2018",09:13:00,"6/25/2018",09:45:00,"11DBF",33.3,55,NA
"Prairie Ridge","6/21/2018",09:18:00,"6/25/2018",09:42:00,"11DBB",41.6,205,NA
"Prairie Ridge","6/21/2018",NA,"6/25/2018",NA,"6DAD",NA,NA,"Blown out of funnel"
"Prairie Ridge","6/21/2018",10:09:00,"6/25/2018",08:48:00,"10DAX",6.7,32,NA
"Prairie Ridge","6/21/2018",09:46:00,"6/25/2018",09:16:00,"3CZP",45.5,110,NA
"Prairie Ridge","6/21/2018",09:52:00,"6/25/2018",09:11:00,"2CZI",7.1,8,NA
"Prairie Ridge","6/21/2018",09:38:00,"6/25/2018",09:25:00,"4CZS",6.1,28,NA
"Prairie Ridge","6/21/2018",10:04:00,"6/25/2018",08:55:00,"9DAV",23.8,60,NA
"Prairie Ridge","6/21/2018",09:54:00,"6/25/2018",09:02:00,"1CZE",15.7,41,NA
"Prairie Ridge","6/21/2018",09:28:00,"6/25/2018",09:34:00,"12DBH",29.6,46,NA
"Prairie Ridge","6/21/2018",09:31:00,"6/25/2018",09:27:00,"5DAA",257.1,78,NA
"Botanical Garden","06/22/2018",09:45:00,"06/26/2018",08:50:00,"7DCT",20.8,60,NA
"Botanical Garden","06/22/2018",09:48:00,"06/26/2018",08:53:00,"7DCQ",13.8,38,NA
"Botanical Garden","06/22/2018",09:55:00,"06/26/2018",08:47:00,"8DCV",15.9,52,NA
"Botanical Garden","06/22/2018",09:41:00,"06/26/2018",09:01:00,"6DCN",24.5,68,NA
"Botanical Garden","06/22/2018",09:52:00,"06/26/2018",08:44:00,"8DCW",8.4,32,NA
"Botanical Garden","06/22/2018",09:19:00,"06/26/2018",09:11:00,"4DCD",13.8,43,NA
"Botanical Garden","06/22/2018",09:28:00,"06/26/2018",09:03:00,"5DCF",30.5,45,NA
"Botanical Garden","06/22/2018",09:14:00,"06/26/2018",09:14:00,"4DCE",5.6,25,NA
"Botanical Garden","06/22/2018",09:04:00,"06/26/2018",09:17:00,"3DBY",44.7,85,"Funnel tilted"
"Botanical Garden","06/22/2018",08:58:00,"06/26/2018",09:25:00,"2DBS",13.3,82,NA
"Botanical Garden","06/22/2018",09:07:00,"06/26/2018",09:20:00,"3DBV",27,112,NA
"Botanical Garden","06/22/2018",09:38:00,"06/26/2018",08:58:00,"6DCM",22.2,56,NA
"Botanical Garden","06/22/2018",08:49:00,"06/26/2018",09:29:00,"1DBN",12.3,51,NA
"Botanical Garden","06/22/2018",09:32:00,"06/26/2018",09:05:00,"5DCI",20.5,32,NA
"Botanical Garden","06/22/2018",08:56:00,"06/26/2018",09:23:00,"2DBR",23.3,38,NA
"Botanical Garden","06/22/2018",08:53:00,"06/26/2018",09:32:00,"1DBD",19.3,52,NA
"Prairie Ridge","6/25/2018",09:53:00,"6/28/2018",08:58:00,"7DAL",40.9,29,"*paper torn from rainstorm"
"Prairie Ridge","6/25/2018",09:46:00,"6/28/2018",09:11:00,"11DBF",18.8,41,NA
"Prairie Ridge","6/25/2018",09:43:00,"6/28/2018",09:12:00,"11DBB",32.8,44,NA
"Prairie Ridge","6/25/2018",09:39:00,"6/28/2018",09:15:00,"6DAD",30.1,60,NA
"Prairie Ridge","6/25/2018",08:52:00,"6/28/2018",10:02:00,"10DAX",NA,38,NA
"Prairie Ridge","6/25/2018",09:17:00,"6/28/2018",09:37:00,"3CZP",43.1,143,NA
"Prairie Ridge","6/25/2018",09:11:00,"6/28/2018",09:41:00,"2CZI",28.7,36,NA
"Prairie Ridge","6/25/2018",09:25:00,"6/28/2018",09:26:00,"4CZS",2.2,4,NA
"Prairie Ridge","6/25/2018",NA,"6/28/2018",NA,"9DAV",NA,NA,"missing?"
"Prairie Ridge","6/25/2018",09:02:00,"6/28/2018",09:46:00,"1CZE",20.4,32,NA
"Prairie Ridge","6/25/2018",09:35:00,"6/28/2018",09:18:00,"12DBH",16.6,17,NA
"Prairie Ridge","6/25/2018",09:28:00,"6/28/2018",09:21:00,"5DAA",53.5,41,NA
"Botanical Garden","06/26/2018",08:52:00,"06/29/2018",09:54:00,"7DCT",22.6,40,NA
"Botanical Garden","06/26/2018",NA,"06/29/2018",NA,"7DCQ",NA,NA,"Blown out of funnel"
"Botanical Garden","06/26/2018",09:49:00,"06/29/2018",10:03:00,"8DCV",23.8,43,NA
"Botanical Garden","06/26/2018",09:03:00,"06/29/2018",09:49:00,"6DCN",5.4,31,NA
"Botanical Garden","06/26/2018",08:46:00,"06/29/2018",10:04:00,"8DCW",11.4,15,NA
"Botanical Garden","06/26/2018",NA,"06/29/2018",NA,"4DCD",NA,NA,"Blown out of funnel"
"Botanical Garden","06/26/2018",09:05:00,"06/29/2018",09:38:00,"5DCF",9.6,22,NA
"Botanical Garden","06/26/2018",09:16:00,"06/29/2018",09:25:00,"4DCE",3.6,13,NA
"Botanical Garden","06/26/2018",NA,"06/29/2018",NA,"3DBY",NA,NA,"Blown out of funnel"
"Botanical Garden","06/26/2018",09:27:00,"06/29/2018",09:08:00,"2DBS",6,28,"26"
"Botanical Garden","06/26/2018",09:22:00,"06/29/2018",09:16:00,"3DBV",8.4,40,NA
"Botanical Garden","06/26/2018",09:00:00,"06/29/2018",09:47:00,"6DCM",14.9,19,NA
"Botanical Garden","06/26/2018",09:32:00,"06/29/2018",08:56:00,"1DBN",7.9,25,NA
"Botanical Garden","06/26/2018",09:07:00,"06/29/2018",09:37:00,"5DCI",6.4,15,NA
"Botanical Garden","06/26/2018",NA,"06/29/2018",NA,"2DBR",NA,NA,"Blown out of funnel"
"Botanical Garden","06/26/2018",09:33:00,"06/29/2018",08:59:00,"1DBD",10.6,32,NA
"Prairie Ridge","6/28/2018",09:10:00,"7/2/2018",09:31:00,"7DAL",35.7,21,NA
"Prairie Ridge","6/28/2018",09:12:00,"7/2/2018",09:27:00,"11DBF",55.8,58,NA
"Prairie Ridge","6/28/2018",09:14:00,"7/2/2018",09:25:00,"11DBB",49.1,75,NA
"Prairie Ridge","6/28/2018",09:17:00,"7/2/2018",09:22:00,"6DAD",32.8,80,NA
"Prairie Ridge","6/28/2018",10:04:00,"7/2/2018",08:42:00,"10DAX",64.4,68,NA
"Prairie Ridge","6/28/2018",09:39:00,"7/2/2018",09:03:00,"3CZP",50.7,87,NA
"Prairie Ridge","6/28/2018",09:43:00,"7/2/2018",08:57:00,"2CZI",12.6,34,NA
"Prairie Ridge","6/28/2018",09:27:00,"7/2/2018",09:09:00,"4CZS",16.7,25,NA
"Prairie Ridge","6/28/2018",09:56:00,"7/2/2018",08:47:00,"9DAV",69.1,29,NA
"Prairie Ridge","6/28/2018",09:49:00,"7/2/2018",08:52:00,"1CZE",25.6,65,NA
"Prairie Ridge","6/28/2018",09:20:00,"7/2/2018",09:19:00,"12DBH",26,42,NA
"Prairie Ridge","6/28/2018",09:22:00,"7/2/2018",09:14:00,"5DAA",65.7,47,NA
"Botanical Garden","06/29/2018",09:56:00,"07/03/2018",08:52:00,"7DCT",37.3,94,NA
"Botanical Garden","06/29/2018",09:59:00,"07/03/2018",08:54:00,"7DCQ",33.6,63,NA
"Botanical Garden","06/29/2018",10:04:00,"07/03/2018",08:49:00,"8DCV",49,95,NA
"Botanical Garden","06/29/2018",09:49:00,"07/03/2018",09:02:00,"6DCN",41,90,NA
"Botanical Garden","06/29/2018",10:05:00,"07/03/2018",08:46:00,"8DCW",12.7,82,"Luna moth caterpillar in frass trap"
"Botanical Garden","06/29/2018",09:29:00,"07/03/2018",09:15:00,"4DCD",24.7,32,NA
"Botanical Garden","06/29/2018",09:39:00,"07/03/2018",09:06:00,"5DCF",14.5,32,NA
"Botanical Garden","06/29/2018",09:27:00,"07/03/2018",09:17:00,"4DCE",13.3,22,NA
"Botanical Garden","06/29/2018",09:21:00,"07/03/2018",09:21:00,"3DBY",39.4,124,NA
"Botanical Garden","06/29/2018",09:10:00,"07/03/2018",09:33:00,"2DBS",43,105,NA
"Botanical Garden","06/29/2018",09:24:00,"07/03/2018",09:17:00,"3DBV",40.9,110,NA
"Botanical Garden","06/29/2018",09:48:00,"07/03/2018",09:00:00,"6DCM",21.4,52,NA
"Botanical Garden","06/29/2018",08:58:00,"07/03/2018",09:40:00,"1DBN",18.2,71,NA
"Botanical Garden","06/29/2018",09:40:00,"07/03/2018",09:08:00,"5DCI",29.8,73,NA
"Botanical Garden","06/29/2018",09:06:00,"07/03/2018",09:31:00,"2DBR",30.4,55,NA
"Botanical Garden","06/29/2018",09:00:00,"07/03/2018",09:42:00,"1DBD",67.2,141,NA
"Prairie Ridge","7/2/2018",09:33:00,"7/5/2018",08:54:00,"7DAL",12.6,33,"Dried under heat lamps for 4 hours"
"Prairie Ridge","7/2/2018",09:29:00,"7/5/2018",08:59:00,"11DBF",73.6,73,"Dried under heat lamps for 4 hours"
"Prairie Ridge","7/2/2018",09:27:00,"7/5/2018",09:02:00,"11DBB",19.3,48,"Dried under heat lamps for 4 hours"
"Prairie Ridge","7/2/2018",09:24:00,"7/5/2018",09:07:00,"6DAD",18.4,56,"Dried under heat lamps for 4 hours"
"Prairie Ridge","7/2/2018",08:45:00,"7/5/2018",09:59:00,"10DAX",90,45,"Dried under heat lamps for 4 hours"
"Prairie Ridge","7/2/2018",09:05:00,"7/5/2018",09:33:00,"3CZP",35.6,51,"Dried under heat lamps for 4 hours"
"Prairie Ridge","7/2/2018",08:58:00,"7/5/2018",09:41:00,"2CZI",11.3,14,"Dried under heat lamps for 4 hours"
"Prairie Ridge","7/2/2018",09:12:00,"7/5/2018",09:22:00,"4CZS",10.5,16,"Dried under heat lamps for 4 hours"
"Prairie Ridge","7/2/2018",08:47:00,"7/5/2018",09:53:00,"9DAV",44.9,21,"Dried under heat lamps for 4 hours"
"Prairie Ridge","7/2/2018",08:55:00,"7/5/2018",09:45:00,"1CZE",6.4,18,"Dried under heat lamps for 4 hours"
"Prairie Ridge","7/2/2018",09:20:00,"7/5/2018",09:13:00,"12DBH",12.5,25,"Dried under heat lamps for 4 hours"
"Prairie Ridge","7/2/2018",09:15:00,"7/5/2018",09:16:00,"5DAA",22.2,34,"Dried under heat lamps for 4 hours"
"Botanical Garden","7/3/2018",08:54:00,"7/6/2018",09:45:00,"7DCT",21.1,NA,"Dried under heat lamps for 3 hours"
"Botanical Garden","7/3/2018",08:55:00,"7/6/2018",09:48:00,"7DCQ",6.1,26,"Dried under heat lamps for 3 hours"
"Botanical Garden","7/3/2018",08:50:00,"7/6/2018",09:56:00,"8DCV",8.2,34,"Dried under heat lamps for 3 hours"
"Botanical Garden","7/3/2018",09:04:00,"7/6/2018",09:34:00,"6DCN",18.1,NA,"Dried under heat lamps for 3 hours/sorted 3 days later/powdered frass, did not count"
"Botanical Garden","7/3/2018",08:48:00,"7/6/2018",09:52:00,"8DCW",4.5,NA,"Dried under heat lamps for 3 hours"
"Botanical Garden","7/3/2018",NA,"7/6/2018",NA,"4DCD",NA,NA,"missing?"
"Botanical Garden","7/3/2018",09:08:00,"7/6/2018",09:25:00,"5DCF",17.6,NA,"Dried under heat lamps for 3 hours, powdered frass, did not count"
"Botanical Garden","7/3/2018",09:19:00,"7/6/2018",09:13:00,"4DCE",1.3,9,"Dried under heat lamps for 3 hours/sorted 3 days later/powdered frass, did not count"
"Botanical Garden","7/3/2018",09:24:00,"7/6/2018",09:05:00,"3DBY",33.4,NA,"Dried under heat lamps for 3 hours"
"Botanical Garden","7/3/2018",09:33:00,"7/6/2018",08:59:00,"2DBS",29.6,NA,"Dried under heat lamps for 3 hours"
"Botanical Garden","7/3/2018",09:26:00,"7/6/2018",09:08:00,"3DBV",42.4,NA,"Dried under heat lamps for 3 hours/sorted 3 days later/powdered frass, did not count"
"Botanical Garden","7/3/2018",09:02:00,"7/6/2018",09:40:00,"6DCM",75.1,NA,"Dried under heat lamps for 3 hours"
"Botanical Garden","7/3/2018",09:42:00,"7/6/2018",08:42:00,"1DBN",13.4,NA,"Dried under heat lamps for 3 hours"
"Botanical Garden","7/3/2018",09:10:00,"7/6/2018",09:29:00,"5DCI",43.8,NA,"Dried under heat lamps for 3 hours, powdered frass, did not count"
"Botanical Garden","7/3/2018",09:32:00,"7/6/2018",08:54:00,"2DBR",8.2,16,"Dried under heat lamps for 3 hours"
"Botanical Garden","7/3/2018",09:44:00,"7/6/2018",08:45:00,"1DBD",20.5,19,"Dried under heat lamps for 3 hours"
"Prairie Ridge","7/5/2018",08:56:00,"7/9/2018",09:38:00,"7DAL",14.7,17,"edge folded over"
"Prairie Ridge","7/5/2018",09:01:00,"7/9/2018",09:34:00,"11DBF",37.3,45,"edged torn and folded"
"Prairie Ridge","7/5/2018",09:04:00,"7/9/2018",09:30:00,"11DBB",11,25,NA
"Prairie Ridge","7/5/2018",09:09:00,"7/9/2018",09:27:00,"6DAD",16.2,37,"paper folded over"
"Prairie Ridge","7/5/2018",10:01:00,"7/9/2018",08:45:00,"10DAX",15.5,28,NA
"Prairie Ridge","7/5/2018",09:35:00,"7/9/2018",09:10:00,"3CZP",35.9,50,NA
"Prairie Ridge","7/5/2018",09:43:00,"7/9/2018",09:03:00,"2CZI",1.6,6,NA
"Prairie Ridge","7/5/2018",NA,"7/9/2018",NA,"4CZS",NA,NA,"edges torn, hole in middle"
"Prairie Ridge","7/5/2018",NA,"7/9/2018",NA,"9DAV",NA,NA,"trap knocked over by large branch"
"Prairie Ridge","7/5/2018",09:46:00,"7/9/2018",08:56:00,"1CZE",7.8,48,"folded over"
"Prairie Ridge","7/5/2018",09:15:00,"7/9/2018",09:23:00,"12DBH",27.6,15,NA
"Prairie Ridge","7/5/2018",09:18:00,"7/9/2018",09:20:00,"5DAA",39.4,32,"paper folded over"
"Botanical Garden","7/6/2018",09:47:00,"7/10/2018",08:45:00,"7DCT",27.9,81,NA
"Botanical Garden","7/6/2018",09:50:00,"7/10/2018",08:47:00,"7DCQ",19,98,NA
"Botanical Garden","7/6/2018",09:59:00,"7/10/2018",08:41:00,"8DCV",54,139,NA
"Botanical Garden","7/6/2018",09:36:00,"7/10/2018",08:55:00,"6DCN",25.4,50,NA
"Botanical Garden","7/6/2018",09:54:00,"7/10/2018",08:37:00,"8DCW",3.1,21,NA
"Botanical Garden","7/6/2018",09:17:00,"7/10/2018",09:08:00,"4DCD",32.7,41,NA
"Botanical Garden","7/6/2018",09:27:00,"7/10/2018",09:00:00,"5DCF",26.5,55,NA
"Botanical Garden","7/6/2018",09:15:00,"7/10/2018",09:12:00,"4DCE",4.8,7,NA
"Botanical Garden","7/6/2018",09:07:00,"7/10/2018",09:17:00,"3DBY",49.5,32,NA
"Botanical Garden","7/6/2018",09:01:00,"7/10/2018",09:27:00,"2DBS",45,94,NA
"Botanical Garden","7/6/2018",09:10:00,"7/10/2018",09:20:00,"3DBV",25.1,56,NA
"Botanical Garden","7/6/2018",09:42:00,"7/10/2018",08:52:00,"6DCM",31.4,29,NA
"Botanical Garden","7/6/2018",08:44:00,"7/10/2018",09:34:00,"1DBN",13.7,27,NA
"Botanical Garden","7/6/2018",09:31:00,"7/10/2018",09:03:00,"5DCI",9.3,20,NA
"Botanical Garden","7/6/2018",08:56:00,"7/10/2018",09:25:00,"2DBR",13.6,30,NA
"Botanical Garden","7/6/2018",08:47:00,"7/10/2018",09:37:00,"1DBD",25.9,41,NA
"Prairie Ridge","7/9/2018",09:40:00,"7/12/2018",09:03:00,"7DAL",14.4,34,NA
"Prairie Ridge","7/9/2018",09:36:00,"7/12/2018",09:07:00,"11DBF",83.3,73,NA
"Prairie Ridge","7/9/2018",09:32:00,"7/12/2018",09:11:00,"11DBB",44.4,72,NA
"Prairie Ridge","7/9/2018",09:29:00,"7/12/2018",09:15:00,"6DAD",10.6,55,NA
"Prairie Ridge","7/9/2018",08:47:00,"7/12/2018",09:59:00,"10DAX",37.1,153,NA
"Prairie Ridge","7/9/2018",09:12:00,"7/12/2018",09:36:00,"3CZP",72.5,82,NA
"Prairie Ridge","7/9/2018",09:05:00,"7/12/2018",09:42:00,"2CZI",5.8,30,NA
"Prairie Ridge","7/9/2018",NA,"7/12/2018",NA,"4CZS",NA,NA,"blown out"
"Prairie Ridge","7/9/2018",08:53:00,"7/12/2018",09:55:00,"9DAV",50.6,92,NA
"Prairie Ridge","7/9/2018",08:59:00,"7/12/2018",09:48:00,"1CZE",16.8,77,NA
"Prairie Ridge","7/9/2018",09:25:00,"7/12/2018",09:19:00,"12DBH",4.6,23,NA
"Prairie Ridge","7/9/2018",09:22:00,"7/12/2018",09:24:00,"5DAA",42.8,105,NA
"Botanical Garden","7/10/2018",08:47:00,"7/13/2018",09:40:00,"7DCT",37.3,72,NA
"Botanical Garden","7/10/2018",08:49:00,"7/13/2018",09:42:00,"7DCQ",24.2,47,NA
"Botanical Garden","7/10/2018",08:43:00,"7/13/2018",09:49:00,"8DCV",36.2,65,NA
"Botanical Garden","7/10/2018",08:57:00,"7/13/2018",09:35:00,"6DCN",23.3,49,NA
"Botanical Garden","7/10/2018",08:34:00,"7/13/2018",09:47:00,"8DCW",15.6,45,NA
"Botanical Garden","7/10/2018",09:11:00,"7/13/2018",09:15:00,"4DCD",12.1,51,NA
"Botanical Garden","7/10/2018",09:02:00,"7/13/2018",09:25:00,"5DCF",14.8,28,NA
"Botanical Garden","7/10/2018",09:14:00,"7/13/2018",09:18:00,"4DCE",11.9,14,NA
"Botanical Garden","7/10/2018",09:20:00,"7/13/2018",09:04:00,"3DBY",30,59,NA
"Botanical Garden","7/10/2018",09:28:00,"7/13/2018",08:52:00,"2DBS",37.8,95,NA
"Botanical Garden","7/10/2018",09:22:00,"7/13/2018",09:07:00,"3DBV",32.5,44,NA
