RecordID	Date	Site	Station	SurvType	TreeSpecies	LeafArea_pixels	RefArea_pixels	MeasuredFrom	RefType	RefArea_cm2	SpatialUncertainty	Notes	DataEntry							
32	5/21/2011	2704132	J	V	RHMA	735901	8409151	trace	8.5x11sheet	603.22			AO							
33	5/28/2011	2704132	J	V	HACA	356243	8409151	trace	8.5x11sheet	603.22			AO							
34	6/6/2011	2704132	J	V	PYPU	608699	8409151	trace	8.5x11sheet	603.22			AO							
35	6/24/2011	2704132	J	V	RHMA	752452	8409151	trace	8.5x11sheet	603.22			AO							
36	5/21/2011	2704132	K	V	FAGR	517799	8409151	trace	8.5x11sheet	603.22			AO							
37	5/21/2011	2704132	K	V	FAGR	650750	8409151	trace	8.5x11sheet	603.22			AO							
38	5/28/2011	2704132	K	V	FAGR	757218	8409151	trace	8.5x11sheet	603.22			AO							
39	6/6/2011	2704132	K	V	FAGR	525725	8409151	trace	8.5x11sheet	603.22			AO							
40	6/6/2011	2704132	K	V	FAGR	322019	8409151	trace	8.5x11sheet	603.22			AO							
41	6/6/2011	2704132	K	V	FAGR	322582	8409151	trace	8.5x11sheet	603.22			AO							
42	6/15/2011	2704132	K	V	FAGR	374336	8409151	trace	8.5x11sheet	603.22			AO							
43	6/15/2011	2704132	K	V	FAGR	404578	8409151	trace	8.5x11sheet	603.22			AO							
44	5/21/2011	2704132	L	V	HACA	563289	8409151	trace	8.5x11sheet	603.22			AO							
45	5/28/2011	2704132	L	V	ACSA	923579	8409151	trace	8.5x11sheet	603.22			AO							
46	6/15/2011	2704132	L	V	NYSY	751611	8409151	trace	8.5x11sheet	603.22			AO							
47	6/24/2011	2704132	L	V	FAGR	544156	8409151	trace	8.5x11sheet	603.22			AO							
48	6/24/2011	2704132	L	V	FAGR	539114	8409151	trace	8.5x11sheet	603.22			AO							
49	5/21/2011	2704132	M	V	FAGR	596478	8409151	trace	8.5x11sheet	603.22			AO							
50	5/28/2011	2704132	M	V	HAVI	1127304	8409151	trace	8.5x11sheet	603.22			AO							
51	5/21/2011	2704132	N	V	KALA	409241	8409151	trace	8.5x11sheet	603.22			AO							
52	5/28/2011	2704132	N	V	ACPE	1892250	8409151	trace	8.5x11sheet	603.22			AO							
53	5/21/2011	2704132	O	V	LIBE	724621	8409151	trace	8.5x11sheet	603.22			AO							
54	5/28/2011	2704132	O	V	RHMA	838761	8409151	trace	8.5x11sheet	603.22			AO							
55	5/21/2011	2704132	P	V	HAVI	840123	8409151	trace	8.5x11sheet	603.22			AO							
56	5/28/2011	2704132	P	V		1732472	8409151	trace	8.5x11sheet	603.22		* Species not listed	AO							
57	5/28/2011	2704132	Q	V	NYSY	458393	8409151	trace	8.5x11sheet	603.22			AO							
58	6/6/2011	2704132	Q	V	LIBE	241521	8409151	trace	8.5x11sheet	603.22			AO							
59	6/6/2011	2704132	Q	V	LIBE	241853	8409151	trace	8.5x11sheet	603.22			AO							
60	6/24/2011	2704132		V	ACRU	511174	8409151	trace	8.5x11sheet	603.22	999	*station letter unlisted	AO							
61	6/24/2011	2704132		V	ACRU	511174	8409151	trace	8.5x11sheet	603.22	999	*station letter unspecified	AO							
62	5/29/2011	2890339	L	V	ACRU	1020887	8409151	trace	8.5x11sheet	603.22			AO							
63	5/29/2010	6303105	1a	V	RHOD	709918	8409151	trace	8.5x11sheet	603.22			AF							
64	5/29/2010	6303105	1b	V	KALA	212383	8409151	trace	8.5x11sheet	603.22			AF							
65	5/29/2010	6303105	2a	V	CADE	1792370	8409151	trace	8.5x11sheet	603.22			AO							
66	5/29/2010	6303105	2a	V	CADE	1916603	8409151	trace	8.5x11sheet	603.22										
67	5/29/2010	6303105	3a	V	OXAR	578659	8409151	trace	8.5x11sheet	603.22			AO							
68	5/29/2010	6303105	3a	V	OXAR	495935	8409151	trace	8.5x11sheet	603.22										
69	5/29/2010	6303105	3b	V	HAVI	942137	8409151	trace	8.5x11sheet	603.22			AO							
70	5/29/2010	6303105	3b	V	HAVI	967444	8409151	trace	8.5x11sheet	603.22										
71	5/29/2010	6303105	4a	V	RHOD	596892	8409151	trace	8.5x11sheet	603.22			AO							
72	5/29/2010	6303105	4a	V	RHOD	670927	8409151	trace	8.5x11sheet	603.22			AF							
73	5/29/2010	6303105	4b	V	RHOD	649195	8409151	trace	8.5x11sheet	603.22			AO							
74	5/29/2010	6303105	4b	V	RHOD	697623	8409151	trace	8.5x11sheet	603.22			AF							
75	5/29/2010	6303117	1a	V	FAGR	598667	8409151	trace	8.5x11sheet	603.22			AF							
76	5/29/2010	6303117	1a	V	FAGR	614429	8409151	trace	8.5x11sheet	603.22			AF							
77	5/29/2010	6303117	1a	V	FAGR	602894	8409151	trace	8.5x11sheet	603.22			AF							
78	5/29/2010	6303117	1b	V	FAGR	376122	8409151	trace	8.5x11sheet	603.22			AF							
79	5/29/2010	6303117	1b	V	FAGR	385670	8409151	trace	8.5x11sheet	603.22			AF							
80	5/29/2010	6303117	2a	V	RHOD	431818	8409151	trace	8.5x11sheet	603.22			AF							
81	5/29/2010	6303117	2b	V	ACSA	559969	8409151	trace	8.5x11sheet	603.22			AF							
82	5/29/2010	6303117	3a	V	FAGR	363988	8409151	trace	8.5x11sheet	603.22			AO							
83	5/29/2010	6303117	3a	V	RHOD	667589	8409151	trace	8.5x11sheet	603.22			AF							
84	5/29/2010	6303117	3b	V	FAGR	291210	8409151	trace	8.5x11sheet	603.22			AO							
85	5/29/2010	6303117	3b	V	FAGR	516650	8409151	trace	8.5x11sheet	603.22			AF							
86	5/29/2010	6303117	3b	V	FAGR	506189	8409151	trace	8.5x11sheet	603.22			AF							
87	5/29/2010	6303117	4a	V	ACSA	478462	8409151	trace	8.5x11sheet	603.22			AO							
88	5/29/2010	6303117	4a	V	RHOD	1073264	8409151	trace	8.5x11sheet	603.22			AF							
89	5/29/2010	6303117	4b	V	RHOD	736532	8409151	trace	8.5x11sheet	603.22			AO							
90	5/29/2010	6303117	4b	V	RHOD	840652	8409151	trace	8.5x11sheet	603.22			AF							
91	5/29/2010	6303117	4b	V	RHOD	837563	8409151	trace	8.5x11sheet	603.22			AF							
92	5/30/2011	6303117	A	V	RHMA	462010	8409151	trace	8.5x11sheet	603.22			AF							
93	6/17/2011	6303117	A	V	RHMA	637246	8409151	trace	8.5x11sheet	603.22			AF							
94	6/26/2011	6303117	A	V	RHMA	792614	8409151	trace	8.5x11sheet	603.22			AF							
95	7/6/2011	6303117	A	V	RHMA	916755	8409151	trace	8.5x11sheet	603.22			AF							
96	5/30/2011	6303117	B	V	RHMA	556788	8409151	trace	8.5x11sheet	603.22			AF							
97	6/8/2011	6303117	B	V	RHMA	879370	8409151	trace	8.5x11sheet	603.22			AF							
98	6/17/2011	6303117	B	V	RHMA	815465	8409151	trace	8.5x11sheet	603.22			AF							
99	6/26/2011	6303117	B	V	KALA	251132	8409151	trace	8.5x11sheet	603.22			AF							
100	7/6/2011	6303117	B	V	RHMA	924960	8409151	trace	8.5x11sheet	603.22			AF							
101	5/30/2011	6303117	C	V	MAFR	3927850	8409151	trace	8.5x11sheet	603.22			AF							
102	6/17/2011	6303117	C	V	MAFR	2453775	8409151	trace	8.5x11sheet	603.22			AF							
103	6/26/2011	6303117	C	V	TIAM	1511775	8409151	trace	8.5x11sheet	603.22			AF							
104	7/6/2011	6303117	C	V	TIAM	1491018	8409151	trace	8.5x11sheet	603.22			AF							
105	6/8/2011	6303117	D	V	RHMA	882636	8409151	trace	8.5x11sheet	603.22			AF							
106	6/26/2011	6303117	D	V	KALA	170043	8409151	trace	8.5x11sheet	603.22			AF							
107	7/6/2011	6303117	D	V	RHMA	581206	8409151	trace	8.5x11sheet	603.22			AF							
108	6/8/2011	6303117	E	V	RHMA	836581	8409151	trace	8.5x11sheet	603.22			AF							
109	6/26/2011	6303117	E	V	RHMA	530137	8409151	trace	8.5x11sheet	603.22			AF							
110	7/6/2011	6303117	E	V	RHMA	595251	8409151	trace	8.5x11sheet	603.22			AF							
111	6/8/2011	6303117	F	V	RHMA	660974	8409151	trace	8.5x11sheet	603.22			AF							
112	6/17/2011	6303117	F	V	RHMA	710988	8409151	trace	8.5x11sheet	603.22			AF							
113	6/26/2011	6303117	F	V	KALA	248481	8409151	trace	8.5x11sheet	603.22			AF							
114	7/6/2011	6303117	F	V	RHMA	695952	8409151	trace	8.5x11sheet	603.22			AF							
115	5/30/2011	6303117	G	V	RHMA	663908	8409151	trace	8.5x11sheet	603.22			AF							
116	6/8/2011	6303117	G	V	RHMA	447501	8409151	trace	8.5x11sheet	603.22			AF							
117	6/17/2011	6303117	G	V	RHMA	627712	8409151	trace	8.5x11sheet	603.22			AF							
118	6/26/2011	6303117	G	V	RHMA	982244	8409151	trace	8.5x11sheet	603.22			AF							
119	6/8/2011	6303117	H	V	RHMA	644113	8409151	trace	8.5x11sheet	603.22			AF							
120	6/26/2011	6303117	H	V	RHMA	736831	8409151	trace	8.5x11sheet	603.22			AF							
121	5/30/2011	6303117	I	V	FAGR	585572	8409151	trace	8.5x11sheet	603.22			AF							
122	6/8/2011	6303117	I	V	FAGR	483032	8409151	trace	8.5x11sheet	603.22			AF							
123	6/17/2011	6303117	I	V	FAGR	623136	8409151	trace	8.5x11sheet	603.22			AF							
124	6/26/2011	6303117	I	V	FAGR	325276	8409151	trace	8.5x11sheet	603.22			AF							
125	6/8/2011	6303117	J	V	RHMA	720151	8409151	trace	8.5x11sheet	603.22			AF							
126	6/17/2011	6303117	J	V	RHMA	605451	8409151	trace	8.5x11sheet	603.22			AF							
127	6/26/2011	6303117	J	V	RHMA	985676	8409151	trace	8.5x11sheet	603.22			AF							
128	5/30/2011	6303117	K	V	FAGR	880255	8409151	trace	8.5x11sheet	603.22			AF							
129	6/8/2011	6303117	K	V	RHMA	575451	8409151	trace	8.5x11sheet	603.22			AF							
130	6/17/2011	6303117	K	V	ACSA	769678	8409151	trace	8.5x11sheet	603.22			AF							
131	6/17/2011	6303117	K	V	FAGR	839121	8409151	trace	8.5x11sheet	603.22			AF							
132	6/26/2011	6303117	K	V	RHMA	1000726	8409151	trace	8.5x11sheet	603.22			AF							
133	6/8/2011	6303117	L	V	FAGR	472449	8409151	trace	8.5x11sheet	603.22			AF							
134	6/17/2011	6303117	L	V	FAGR	518351	8409151	trace	8.5x11sheet	603.22			AF							
135	6/26/2011	6303117	L	V	FAGR	696281	8409151	trace	8.5x11sheet	603.22			AF							
136	5/30/2011	6303117	M	V	UNID	312192	8409151	trace	8.5x11sheet	603.22			AF							
137	6/8/2011	6303117	M	V	AEFL	1050847	8409151	trace	8.5x11sheet	603.22			AF							
138	6/17/2011	6303117	M	V	ACPE	1927035	8409151	trace	8.5x11sheet	603.22			AF							
139	6/26/2011	6303117	M	V	AEFL	621683	8409151	trace	8.5x11sheet	603.22			AF							
140	7/6/2011	6303117	M	V	ACPE	618252	8409151	trace	8.5x11sheet	603.22			AF							
141	5/30/2011	6303117	N	V	HAVI	770190	8409151	trace	8.5x11sheet	603.22			AF							
142	6/17/2011	6303117	N	V	HAVI	628679	8409151	trace	8.5x11sheet	603.22			AF							
143	6/26/2011	6303117	N	V	HAVI	813964	8409151	trace	8.5x11sheet	603.22			AF							
144	5/30/2011	6303117	O	V	ACSA	734455	8409151	trace	8.5x11sheet	603.22			AF							
145	6/17/2011	6303117	O	V	ACSA	601575	8409151	trace	8.5x11sheet	603.22			AF							
146	6/26/2011	6303117	O	V	HAVI	925018	8409151	trace	8.5x11sheet	603.22			AF							
147	5/30/2011	6303117	P	V	HAVI	743482	8409151	trace	8.5x11sheet	603.22			AF							
148	6/8/2011	6303117	P	V	HAVI	829020	8409151	trace	8.5x11sheet	603.22			AF							
149	6/17/2011	6303117	P	V	HAVI	569232	8409151	trace	8.5x11sheet	603.22			AF							
150	6/26/2011	6303117	P	V	ACPE	1549945	8409151	trace	8.5x11sheet	603.22			AF							
151	7/6/2011	6303117	P	V	HAVI	504560	8409151	trace	8.5x11sheet	603.22			AF							
152	5/30/2011	6303117	Q	V	HAVI	922656	8409151	trace	8.5x11sheet	603.22			AF							
153	6/8/2011	6303117	Q	V	HAVI	912999	8409151	trace	8.5x11sheet	603.22			AF							
154	6/17/2011	6303117	Q	V	HAVI	568904	8409151	trace	8.5x11sheet	603.22			AF							
155	6/26/2011	6303117	Q	V	HAVI	889075	8409151	trace	8.5x11sheet	603.22			AF							
156	6/8/2011	6303117	R	V	ACPE	1584859	8409151	trace	8.5x11sheet	603.22			AF							
157	6/17/2011	6303117	R	V	HAVI	1093768	8409151	trace	8.5x11sheet	603.22			AF							
158	6/26/2011	6303117	R	V	HAVI	918788	8409151	trace	8.5x11sheet	603.22			AF							
159	6/12/2010	6390615	1a	V	ACSA	412519	8409151	trace	8.5x11sheet	603.22			AF							
160	6/12/2010	6390615	1b	V	ACSA	677707	8409151	trace	8.5x11sheet	603.22			AF							
161	6/3/2010	6390615	2A	V	ACPE	1280647	8409151	trace	8.5x11sheet	603.22			AO							
162	6/12/2010	6390615	2a	V	HAVI	894380	8409151	trace	8.5x11sheet	603.22			AF							
163	6/3/2010	6390615	2B	V	ACPE	1152090	8409151	trace	8.5x11sheet	603.22			AO							
164	6/12/2010	6390615	2b	V	ACPE	1558114	8409151	trace	8.5x11sheet	603.22			AF							
165	6/12/2010	6390615	3a	V	RHOD	639578	8409151	trace	8.5x11sheet	603.22			AF							
166	6/12/2010	6390615	3b	V	AEFL	754351	8409151	trace	8.5x11sheet	603.22			AF							
167	6/12/2010	6390615	4a	V	ACSA	637260	8409151	trace	8.5x11sheet	603.22			AF							
168	6/12/2010	6390615	4b	V	RHOD	915656	8409151	trace	8.5x11sheet	603.22			AF							
169	6/5/2010	6390644	1a	V		1186468	8409151	trace	8.5x11sheet	603.22		no species	AF							
170	6/5/2011	6390644	1a	V		1059358	8409151	trace	8.5x11sheet	603.22		* no species name	AO							
171	6/5/2010	6390644	1b	V		301808	8409151	trace	8.5x11sheet	603.22		no species	AF							
172	6/5/2011	6390644	1b	V		250732	8409151	trace	8.5x11sheet	603.22		* no species name	AO							
173	6/5/2010	6390644	2a	V	ACRU	965247	8409151	trace	8.5x11sheet	603.22										
174	6/5/2010	6390644	2b	V	CARY	1387892	8409151	trace	8.5x11sheet	603.22		carya tormatosa mockernot								
175	6/5/2010	6390644	3a	V	ACRU	1213589	8409151	trace	8.5x11sheet	603.22			AO							
176	6/5/2010	6390644	3a	V	ACRU	1264399	8409151	trace	8.5x11sheet	603.22			AF							
177	6/5/2010	6390644	3b	V	AEFL	1114719	8409151	trace	8.5x11sheet	603.22			AO							
178	6/5/2010	6390644	3b	V	AEFL	1173699	8409151	trace	8.5x11sheet	603.22			AF							
179	6/5/2010	6390644	4a	V	AEFL	703109	8409151	trace	8.5x11sheet	603.22			AO							
180	6/5/2010	6390644	4a	V	AEFL	774784	8409151	trace	8.5x11sheet	603.22			AF							
181	6/5/2010	6390644	4b	V	AEFL	477464	8409151	trace	8.5x11sheet	603.22			AO							
182	6/5/2010	6390644	4b	V	AEFL	535541	8409151	trace	8.5x11sheet	603.22			AF							
183	5/30/2011	6390644	A	V	RHMA	544901	8409151	trace	8.5x11sheet	603.22			AF							
184	6/17/2011	6390644	A	V	PYPU	269417	8409151	trace	8.5x11sheet	603.22			AF							
185	6/26/2011	6390644	A	V	RHMA	850296	8409151	trace	8.5x11sheet	603.22			AF							
186	5/30/2011	6390644	B	V	ACPE	1251284	8409151	trace	8.5x11sheet	603.22			AF							
187	6/26/2011	6390644	B	V	RHMA	855481	8409151	trace	8.5x11sheet	603.22			AF							
188	5/30/2011	6390644	C	V	RHMA	813729	8409151	trace	8.5x11sheet	603.22			AF							
189	6/17/2011	6390644	C	V	RHMA	750620	8409151	trace	8.5x11sheet	603.22			AF							
190	6/26/2011	6390644	C	V	CARY	569517	8409151	trace	8.5x11sheet	603.22			AF							
191	5/30/2011	6390644	D	V	ACSA	960701	8409151	trace	8.5x11sheet	603.22			AF							
192	6/17/2011	6390644	D	V	RUBU	634832	8409151	trace	8.5x11sheet	603.22			AF							
193	6/26/2011	6390644	D	V	HAVI	890742	8409151	trace	8.5x11sheet	603.22			AF							
194	5/30/2011	6390644	E	V	HAVI	730091	8409151	trace	8.5x11sheet	603.22			AF							
195	5/30/2011	6390644	E	V	TIAM	1350543	8409151	trace	8.5x11sheet	603.22			AF							
196	6/17/2011	6390644	E	V	AEFL	656476	8409151	trace	8.5x11sheet	603.22			AF							
197	6/26/2011	6390644	E	V	ACRU	1183007	8409151	trace	8.5x11sheet	603.22			AF							
198	6/26/2011	6390644	F	V	AEFL	854729	8409151	trace	8.5x11sheet	603.22			AF							
199	5/23/2011	6390644	G	V	PYPU	965789	8409151	trace	8.5x11sheet	603.22			AF							
200	6/8/2011	6390644	G	V	FAGR	803839	8409151	trace	8.5x11sheet	603.22			AF							
201	6/26/2011	6390644	G	V	ACRU	963549	8409151	trace	8.5x11sheet	603.22			AF							
202	5/23/2011	6390644	H	V	PYPU	597993	8409151	trace	8.5x11sheet	603.22			AF							
203	6/26/2011	6390644	H	V	CARY	1809600	8409151	trace	8.5x11sheet	603.22			AF							
204	6/26/2011	6390644	I	V	QUMO	1093206	8409151	trace	8.5x11sheet	603.22			AF							
205	5/30/2011	6390644	J	V	AEFL	670650	8409151	trace	8.5x11sheet	603.22			AF							
206	6/26/2011	6390644	J	V	QURU	955353	8409151	trace	8.5x11sheet	603.22			AF							
207	5/30/2011	6390644	K	V	QURU	1404023	8409151	trace	8.5x11sheet	603.22			AF							
208	6/26/2011	6390644	K	V	NYSY	323307	8409151	trace	8.5x11sheet	603.22			AF							
209	5/30/2011	6390644	L	V	AEFL	516438	8409151	trace	8.5x11sheet	603.22			AF							
210	6/5/2011	6390644	L	V	RHMA	1010272	8409151	trace	8.5x11sheet	603.22			AF							
211	6/8/2011	6390644	L	V	AEFL	833743	8409151	trace	8.5x11sheet	603.22			AF							
212	6/26/2011	6390644	L	V	CARY	851602	8409151	trace	8.5x11sheet	603.22			AF							
213	6/26/2011	6390644	M	V	LITU	960178	8409151	trace	8.5x11sheet	603.22			AF							
214	5/23/2011	6390644	N	V	ACPE	1979676	8409151	trace	8.5x11sheet	603.22			AF							
215	6/26/2011	6390644	N	V	FAGR	881318	8409151	trace	8.5x11sheet	603.22			AF							
216	5/23/2011	6390644	O	V	FAGR	513639	8409151	trace	8.5x11sheet	603.22			AF							
217	5/30/2011	6390644	O	V	HAVI	879951	8409151	trace	8.5x11sheet	603.22			AF							
218	5/30/2011	6390644	P	V	PIPU	503303	8409151	trace	8.5x11sheet	603.22			AF							
219	6/26/2011	6390644	P	V	PYPU	558461	8409151	trace	8.5x11sheet	603.22			AF							
220	5/23/2011	6390644	Q	V	PYPU	609016	8409151	trace	8.5x11sheet	603.22			AF							
221	6/26/2011	6390644	Q	V	RHMA	674695	8409151	trace	8.5x11sheet	603.22			AF							
222	5/23/2011	6390644	R	V	RHMA	816380	8409151	trace	8.5x11sheet	603.22			AF							
223	6/26/2011	6390644	R	V	RHMA	749227	8409151	trace	8.5x11sheet	603.22			AF							
224	5/28/2010	6391006	3a	V	RHOD	933225	8409151	trace	8.5x11sheet	603.22										
225	5/28/2010	6391006	3b	V	CARY	581162	8409151	trace	8.5x11sheet	603.22										
226	5/28/2011	6391006	A	V	CACA	332392	8409151	trace	8.5x11sheet	603.22			AF							
227	6/15/2011	6391006	A	V	KALA	271454	8409151	trace	8.5x11sheet	603.22			AF							
228	6/24/2011	6391006	A	V	KALA	278767	8409151	trace	8.5x11sheet	603.22			AF							
229	5/28/2011	6391006	B	V	ACRU	912121	8409151	trace	8.5x11sheet	603.22			AF							
230	6/15/2011	6391006	B	V	ACRU	741255	8409151	trace	8.5x11sheet	603.22			AF							
231	6/24/2011	6391006	B	V	ACRU	643494	8409151	trace	8.5x11sheet	603.22			AF							
232	5/28/2011	6391006	C	V	ACRU	765398	8409151	trace	8.5x11sheet	603.22			AF							
233	6/15/2011	6391006	C	V	ACRU	1317294	8409151	trace	8.5x11sheet	603.22			AF							
234	6/24/2011	6391006	C	V	ACRU	781485	8409151	trace	8.5x11sheet	603.22			AF							
235	5/28/2011	6391006	D	V	KALA	314644	8409151	trace	8.5x11sheet	603.22			AF							
236	6/15/2011	6391006	D	V	KALA	248309	8409151	trace	8.5x11sheet	603.22			AF							
237	6/24/2011	6391006	D	V	KALA	330798	8409151	trace	8.5x11sheet	603.22			AF							
238	5/21/2011	6391006	E	V	RHMA	735348	8409151	trace	8.5x11sheet	603.22			AF							
239	5/28/2011	6391006	E	V	RHMA	884285	8409151	trace	8.5x11sheet	603.22			AF							
240	6/15/2011	6391006	E	V	RHMA	837160	8409151	trace	8.5x11sheet	603.22			AF							
241	6/15/2011	6391006	E	V	RHMA	744966	8409151	trace	8.5x11sheet	603.22			AF							
242	6/24/2011	6391006	E	V	RHMA	596102	8409151	trace	8.5x11sheet	603.22			AF							
243	5/21/2011	6391006	F	V	RHMA	760534	8409151	trace	8.5x11sheet	603.22			AF							
244	5/21/2011	6391006	G	V	QUMO	744870	8409151	trace	8.5x11sheet	603.22			AF							
245	5/28/2011	6391006	G	V	KALA	181149	8409151	trace	8.5x11sheet	603.22			AF							
246	6/15/2011	6391006	G	V	KALA	170871	8409151	trace	8.5x11sheet	603.22			AF							
247	6/24/2011	6391006	G	V	KALA	293366	8409151	trace	8.5x11sheet	603.22			AF							
248	5/21/2011	6391006	H	V	KALA	250979	8409151	trace	8.5x11sheet	603.22			AF							
249	5/28/2011	6391006	H	V	KALA	837160	8409151	trace	8.5x11sheet	603.22			AF							
250	6/15/2011	6391006	H	V	KALA	159488	8409151	trace	8.5x11sheet	603.22			AF							
251	6/24/2011	6391006	H	V	KALA	216887	8409151	trace	8.5x11sheet	603.22			AF							
252	5/28/2011	6391006	I	V	KALA	1512844	8409151	trace	8.5x11sheet	603.22			AF							
253	6/15/2011	6391006	I	V	KALA	247497	8409151	trace	8.5x11sheet	603.22			AF							
254	6/24/2011	6391006	I	V	KALA	117592	8409151	trace	8.5x11sheet	603.22			AF							
255	5/28/2011	6391006	J	V	KALA	166911	8409151	trace	8.5x11sheet	603.22			AF							
256	6/6/2011	6391006	J	V	SAAL	1512844	8409151	trace	8.5x11sheet	603.22			AF							
257	6/15/2011	6391006	J	V	KALA	191883	8409151	trace	8.5x11sheet	603.22			AF							
258	6/24/2011	6391006	J	V	KALA	213420	8409151	trace	8.5x11sheet	603.22			AF							
259	5/21/2011	6391006	K	V	ACRU	908710	8409151	trace	8.5x11sheet	603.22			AF							
260	6/6/2011	6391006	K	V	ACRU	1277644	8409151	trace	8.5x11sheet	603.22			AF							
261	6/24/2011	6391006	K	V	KALA	269693	8409151	trace	8.5x11sheet	603.22			AF							
262	5/28/2011	6391006	L	V	RHMA	790731	8409151	trace	8.5x11sheet	603.22			AF							
263	6/6/2011	6391006	L	V	RHMA	1156239	8409151	trace	8.5x11sheet	603.22			AF							
264	6/15/2011	6391006	L	V	KALA	151029	8409151	trace	8.5x11sheet	603.22			AF							
265	6/15/2011	6391006	L	V	KALA	284060	8409151	trace	8.5x11sheet	603.22			AF							
266	6/24/2011	6391006	L	V	KALA	162684	8409151	trace	8.5x11sheet	603.22			AF							
267	5/28/2011	6391006	M	V	KALA	202772	8409151	trace	8.5x11sheet	603.22			AF							
268	6/15/2011	6391006	M	V	KALA	326410	8409151	trace	8.5x11sheet	603.22			AF							
269	6/24/2011	6391006	M	V	KALA	235789	8409151	trace	8.5x11sheet	603.22			AF							
270	5/21/2011	6391006	N	V	KALA	142943	8409151	trace	8.5x11sheet	603.22			AF							
271	5/28/2011	6391006	N	V	KALA	236421	8409151	trace	8.5x11sheet	603.22			AF							
272	6/15/2011	6391006	N	V		716537	8409151	trace	8.5x11sheet	603.22		no species	AF							
273	5/21/2011	6391006	O	V	KALA	243501	8409151	trace	8.5x11sheet	603.22			AF							
274	6/15/2011	6391006	O	V	KALA	292265	8409151	trace	8.5x11sheet	603.22			AF							
275	6/24/2011	6391006	O	V	ACRU	799655	8409151	trace	8.5x11sheet	603.22			AF							
276	6/24/2011	6391006	O	V	NYSY	559228	8409151	trace	8.5x11sheet	603.22			AF							
277	5/21/2011	6391006	P	V	ACRU	972084	8409151	trace	8.5x11sheet	603.22			AF							
278	5/28/2011	6391006	P	V	OXAR	780317	8409151	trace	8.5x11sheet	603.22			AF							
279	6/15/2011	6391006	P	V	KALA	292976	8409151	trace	8.5x11sheet	603.22			AF							
280	6/24/2011	6391006	P	V	KALA	194182	8409151	trace	8.5x11sheet	603.22			AF							
